NHDPlusID,OBJECTID,SourceFC,GridCode,AreaSqKm,VPUID,SHAPE_Length,SHAPE_Area,Permanent_Identifier
5.50004E+13,10,NHDPlusBurnLineEvent,159376,0.02460001,1707,0.00053692,5.48314E-09,
5.50004E+13,36,NHDPlusBurnLineEvent,24570,0.0043,1707,0.003698416,4.97555E-07,2086
5.50004E+13,190,NHDPlusBurnLineEvent,25903,0.00699999,1707,0.004641761,8.09963E-07,2029
5.50004E+13,225,NHDPlusBurnLineEvent,266690,0.08079999,1707,0.020581453,9.26596E-06,2078
5.50004E+13,202,NHDPlusBurnLineEvent,37709,0.02940001,1707,0.014485425,3.40175E-06,
5.50004E+13,44,NHDPlusBurnLineEvent,37826,0.0312,1707,0.015942522,3.61E-06,2047
5.50004E+13,22,NHDPlusBurnLineEvent,30023,0.0194,1707,0.000119493,8.52123E-10,
5.50004E+13,2,NHDPlusBurnLineEvent,237139,0.0303,1707,0.004137688,9.23305E-08,
5.50004E+13,125,NHDPlusBurnLineEvent,189104,0.07879999,1707,0.02214788,9.05784E-06,
5.50004E+13,134,NHDPlusBurnLineEvent,22796,0.02000002,1707,0.015304004,2.28736E-06,2057
5.50004E+13,124,NHDPlusBurnLineEvent,190311,0.0993,1707,0.018816972,1.14719E-05,2081
5.50004E+13,39,NHDPlusBurnLineEvent,22520,0.0596,1707,0.016315534,6.8956E-06,2038
5.50004E+13,93,NHDPlusBurnLineEvent,31635,0.0207,1707,0.010169951,2.39476E-06,2002
5.50004E+13,199,NHDPlusBurnLineEvent,31309,0.01360001,1707,0.014886115,1.57333E-06,
5.50004E+13,167,NHDPlusBurnLineEvent,31568,0.01780001,1707,0.011691304,2.04809E-06,
5.50004E+13,109,NHDPlusBurnLineEvent,237554,0.1752,1707,0.02795467,1.85342E-05,
5.50004E+13,205,NHDPlusBurnLineEvent,27327,0.032,1707,0.01216837,3.70211E-06,2082
5.50004E+13,30,NHDPlusBurnLineEvent,31263,0.05390001,1707,0.028258932,6.23601E-06,2022
5.50004E+13,144,NHDPlusBurnLineEvent,252598,0.0034,1707,0.003436246,3.93323E-07,
5.50004E+13,166,NHDPlusBurnLineEvent,38557,0.00730001,1707,0.001200176,3.04334E-08,
5.50004E+13,133,NHDPlusBurnLineEvent,205137,0.02710002,1707,0.001305214,1.14868E-08,
5.50004E+13,221,NHDPlusBurnLineEvent,252590,0.00899998,1707,0.000383149,3.04571E-09,
5.50004E+13,197,NHDPlusBurnLineEvent,32272,0.0226,1707,0.011282641,2.61529E-06,2065
5.50004E+13,103,NHDPlusBurnLineEvent,31535,0.0031,1707,0.003138316,3.58728E-07,2015
5.50004E+13,45,NHDPlusBurnLineEvent,204826,0.10599999,1707,0.031520265,1.22652E-05,
5.50004E+13,69,NHDPlusBurnLineEvent,236629,0.1111,1707,0.021082085,1.2842E-05,
5.50004E+13,150,NHDPlusBurnLineEvent,237427,0.1036,1707,0.006255352,2.17034E-07,
5.50004E+13,60,NHDPlusBurnLineEvent,32223,0.10280001,1707,0.011657601,6.82837E-07,
5.50004E+13,222,NHDPlusBurnLineEvent,266762,0.0158,1707,0.012635277,1.8282E-06,
5.50004E+13,38,NHDPlusBurnLineEvent,206060,0.0584,1707,0.014013907,6.69669E-06,
5.50004E+13,218,NHDPlusBurnLineEvent,236258,0.0092,1707,0.010996059,1.05403E-06,
5.50004E+13,19,NHDPlusBurnLineEvent,252567,0.0523,1707,0.002241869,2.64304E-08,
5.50004E+13,123,NHDPlusBurnLineEvent,236791,0.02970002,1707,0.013081057,3.10301E-06,
5.50004E+13,76,NHDPlusBurnLineEvent,221084,0.0385,1707,0.002716013,1.33771E-07,
5.50004E+13,135,NHDPlusBurnLineEvent,31483,0.11650001,1707,0.028017693,1.34785E-05,2060
5.50004E+13,193,NHDPlusBurnLineEvent,32242,0.0275,1707,0.017930507,3.18161E-06,2035
5.50004E+13,48,NHDPlusBurnLineEvent,23981,0.01350001,1707,0.008143685,1.56203E-06,2084
5.50004E+13,28,NHDPlusBurnLineEvent,190482,0.1073,1707,0.000841636,4.79465E-09,
5.50004E+13,129,NHDPlusBurnLineEvent,22515,0.00890001,1707,0.007619588,1.02957E-06,
5.50004E+13,160,NHDPlusBurnLineEvent,204625,0.03529999,1707,0.009266519,4.05533E-06,
5.50004E+13,214,NHDPlusBurnLineEvent,23161,0.0163,1707,0.010851564,1.88575E-06,2009
5.50004E+13,4,NHDPlusBurnLineEvent,38029,0.0272,1707,0.010039726,3.14706E-06,2042
5.50004E+13,210,NHDPlusBurnLineEvent,189238,0.02160001,1707,0.010154212,2.44361E-06,
5.50004E+13,12,NHDPlusBurnLineEvent,220261,0.0105,1707,0.008527338,1.21504E-06,
5.50004E+13,58,NHDPlusBurnLineEvent,24547,0.0159,1707,0.012336636,1.83965E-06,2033
5.50004E+13,75,NHDPlusBurnLineEvent,267205,0.0114,1707,0.010403363,1.31893E-06,
5.50004E+13,138,NHDPlusBurnLineEvent,173978,0.0269,1707,0.010488918,3.11266E-06,
5.50004E+13,165,NHDPlusBurnLineEvent,189493,0.0602,1707,0.002823131,4.45028E-08,
5.50004E+13,206,NHDPlusBurnLineEvent,32062,0.0273,1707,0.013048104,3.15913E-06,2069
5.50004E+13,102,NHDPlusBurnLineEvent,31177,0.0006,1707,0.001316932,6.94312E-08,2062
5.50004E+13,46,NHDPlusBurnLineEvent,32022,0.00609999,1707,0.004389517,7.0581E-07,2013
5.50004E+13,24,NHDPlusBurnLineEvent,31418,0.0059,1707,0.004016003,6.82666E-07,2071
5.50004E+13,156,NHDPlusBurnLineEvent,236094,0.05440001,1707,0.016670956,6.29472E-06,
5.50004E+13,18,NHDPlusBurnLineEvent,175302,0.0644,1707,0.000612633,7.78887E-09,
5.50004E+13,148,NHDPlusBurnLineEvent,221474,0.0672,1707,2.93257E-05,5.0762E-11,
5.50004E+13,59,NHDPlusBurnLineEvent,252203,0.07650001,1707,0.001194505,3.34703E-08,
5.50004E+13,187,NHDPlusBurnLineEvent,221559,0.224,1707,0.002125854,2.64095E-08,
5.50004E+13,178,NHDPlusBurnLineEvent,252122,0.06939999,1707,0.014808062,7.98895E-06,
5.50004E+13,20,NHDPlusBurnLineEvent,205862,0.02129998,1707,0.00132898,2.94546E-08,
5.50004E+13,74,NHDPlusBurnLineEvent,219925,0.02380001,1707,0.014436735,2.72597E-06,
5.50004E+13,35,NHDPlusBurnLineEvent,251606,0.0487,1707,0.011899609,5.61286E-06,
5.50004E+13,53,NHDPlusBurnLineEvent,190263,0.0056,1707,0.00818848,6.42584E-07,
5.50004E+13,207,NHDPlusBurnLineEvent,31805,0.0125,1707,0.011069926,1.44451E-06,2019
5.50004E+13,192,NHDPlusBurnLineEvent,175060,0.0452,1707,0.01061239,5.22799E-06,
5.50004E+13,184,NHDPlusBurnLineEvent,237244,0.1377,1707,0.026074643,1.58513E-05,2027
5.50004E+13,100,NHDPlusBurnLineEvent,25258,0.0978,1707,0.036795489,1.13155E-05,2083
5.50004E+13,70,NHDPlusBurnLineEvent,31550,0.032,1707,0.013914551,3.70214E-06,2034
5.50004E+13,42,NHDPlusBurnLineEvent,190988,0.06229999,1707,0.00288742,5.59075E-08,
5.50004E+13,112,NHDPlusBurnLineEvent,158618,0.00880001,1707,0.006495125,1.01623E-06,
5.50004E+13,105,NHDPlusBurnLineEvent,268029,0.0052,1707,0.006513494,5.88649E-07,
5.50004E+13,164,NHDPlusBurnLineEvent,205826,0.0707,1707,0.003744323,9.0706E-08,
5.50004E+13,163,NHDPlusBurnLineEvent,190264,0.15170001,1707,0.009238836,1.72104E-07,
5.50004E+13,136,NHDPlusBurnLineEvent,31171,0.0594,1707,0.014783364,6.87258E-06,
5.50004E+13,77,NHDPlusBurnLineEvent,189323,0.01190001,1707,0.006695869,1.36642E-06,
5.50004E+13,84,NHDPlusBurnLineEvent,32057,0.0016,1707,0.002699326,1.85149E-07,2044
5.50004E+13,154,NHDPlusBurnLineEvent,175368,0.11039998,1707,0.023292959,1.044E-05,
5.50004E+13,117,NHDPlusBurnLineEvent,236228,0.02900002,1707,0.009577598,3.35434E-06,
5.50004E+13,54,NHDPlusBurnLineEvent,32232,0.0437,1707,0.014289278,5.05652E-06,2073
5.50004E+13,90,NHDPlusBurnLineEvent,31796,0.00379999,1707,0.004651587,4.39723E-07,2063
5.50004E+13,56,NHDPlusBurnLineEvent,25280,0.0093,1707,0.007265818,1.07608E-06,2012
5.50004E+13,5,NHDPlusBurnLineEvent,24825,0.0287,1707,0.009506707,3.32074E-06,2010
5.50004E+13,219,NHDPlusBurnLineEvent,175567,0.03159999,1707,0.003299945,5.92976E-08,
5.50004E+13,172,NHDPlusBurnLineEvent,26042,0.0078,1707,0.022598753,5.17303E-06,2046
5.50004E+13,189,NHDPlusBurnLineEvent,205473,0.0026,1707,0.003455676,3.00829E-07,
5.50004E+13,174,NHDPlusBurnLineEvent,236316,0.04300001,1707,0.014187241,4.90519E-06,
5.50004E+13,50,NHDPlusBurnLineEvent,31313,0.0223,1707,0.013500312,2.54631E-06,2052
5.50004E+13,215,NHDPlusBurnLineEvent,38397,0.0014,1707,0.002755021,1.61986E-07,
5.50004E+13,141,NHDPlusBurnLineEvent,31849,0.0553,1707,0.002011273,3.98055E-08,
5.50004E+13,23,NHDPlusBurnLineEvent,37331,0.07389998,1707,0.017954934,8.41754E-06,
5.50004E+13,91,NHDPlusBurnLineEvent,221314,0.30149999,1707,0.008936031,1.67689E-07,
5.50004E+13,110,NHDPlusBurnLineEvent,173868,0.05580001,1707,0.012424661,6.39855E-06,2053
5.50004E+13,86,NHDPlusBurnLineEvent,251207,0.05719999,1707,0.017058416,6.60368E-06,2006
5.50004E+13,41,NHDPlusBurnLineEvent,23784,0.0067,1707,0.005584992,7.75216E-07,2004
5.50004E+13,198,NHDPlusBurnLineEvent,31277,0.001,1707,0.002194509,1.15684E-07,
5.50004E+13,204,NHDPlusBurnLineEvent,37739,0.00970001,1707,0.012580191,1.12245E-06,
5.50004E+13,216,NHDPlusBurnLineEvent,236622,0.0568,1707,0.018652302,6.57257E-06,2089
5.50004E+13,99,NHDPlusBurnLineEvent,237200,0.05429999,1707,0.015615204,6.23848E-06,2054
5.50004E+13,152,NHDPlusBurnLineEvent,37187,0.05959999,1707,0.027093769,6.89606E-06,2074
5.50004E+13,153,NHDPlusBurnLineEvent,252043,0.0156,1707,0.009703182,1.80499E-06,
5.50004E+13,37,NHDPlusBurnLineEvent,22473,0.03489999,1707,0.012346511,4.03818E-06,2068
5.50004E+13,116,NHDPlusBurnLineEvent,267693,0.07050001,1707,0.020015378,5.25416E-06,
5.50004E+13,95,NHDPlusBurnLineEvent,251004,0.0154,1707,0.009571291,1.78152E-06,
5.50004E+13,8,NHDPlusBurnLineEvent,39174,0.00549999,1707,0.004137496,6.36428E-07,2036
5.50004E+13,155,NHDPlusBurnLineEvent,38688,0.01399999,1707,0.00551971,1.61993E-06,2032
5.50004E+13,208,NHDPlusBurnLineEvent,31816,0.02060001,1707,0.009172195,2.38373E-06,2026
5.50004E+13,83,NHDPlusBurnLineEvent,268294,0.0397,1707,0.00038215,8.45711E-09,
5.50004E+13,3,NHDPlusBurnLineEvent,26468,0.003165,1707,0.008285027,5.19716E-07,2024
5.50004E+13,65,NHDPlusBurnLineEvent,31648,0.01440001,1707,0.009535834,1.66624E-06,2076
5.50004E+13,196,NHDPlusBurnLineEvent,26705,0.00740001,1707,0.00727553,8.56258E-07,2058
5.50004E+13,47,NHDPlusBurnLineEvent,23726,0.0014,1707,0.002568294,1.61995E-07,2005
5.50004E+13,213,NHDPlusBurnLineEvent,37489,0.0005,1707,0.001569101,5.7856E-08,
5.50004E+13,67,NHDPlusBurnLineEvent,31356,0.04650001,1707,0.000325691,2.12933E-09,
5.50004E+13,94,NHDPlusBurnLineEvent,220677,0.01970001,1707,0.001323998,1.74834E-08,
5.50004E+13,57,NHDPlusBurnLineEvent,31931,0.006,1707,0.007835336,6.94176E-07,2072
5.50004E+13,97,NHDPlusBurnLineEvent,188959,0.03840001,1707,0.000919795,6.15881E-09,
5.50004E+13,111,NHDPlusBurnLineEvent,39225,0.0252,1707,0.009984462,2.91594E-06,2080
5.50004E+13,34,NHDPlusBurnLineEvent,251709,0.07260001,1707,0.015045037,8.38261E-06,2011
5.50004E+13,92,NHDPlusBurnLineEvent,31681,0.0172,1707,0.008021713,1.98984E-06,2056
5.50004E+13,104,NHDPlusBurnLineEvent,205343,0.0393,1707,0.013504167,4.54663E-06,2077
5.50004E+13,127,NHDPlusBurnLineEvent,32193,0.0048,1707,0.004641223,5.55292E-07,
5.50004E+13,186,NHDPlusBurnLineEvent,189977,0.0622,1707,0.003181972,6.33807E-08,
5.50004E+13,55,NHDPlusBurnLineEvent,221515,0.0909,1707,0.022795796,1.04908E-05,2014
5.50004E+13,200,NHDPlusBurnLineEvent,31729,0.04029999,1707,0.016176259,4.66322E-06,2055
5.50004E+13,176,NHDPlusBurnLineEvent,266869,0.0488,1707,0.018458398,5.64341E-06,2016
5.50004E+13,181,NHDPlusBurnLineEvent,205325,0.0041,1707,0.00821249,4.72372E-07,
5.50004E+13,66,NHDPlusBurnLineEvent,38353,0.0507,1707,0.018473428,5.86592E-06,2007
5.50004E+13,183,NHDPlusBurnLineEvent,31068,0.034,1707,0.015379514,3.93054E-06,2021
5.50004E+13,139,NHDPlusBurnLineEvent,267334,0.04559999,1707,0.015657272,5.27323E-06,
5.50004E+13,16,NHDPlusBurnLineEvent,267241,0.01599999,1707,0.008199453,1.85127E-06,
5.50004E+13,1,NHDPlusBurnLineEvent,37044,0.05250002,1707,0.001482218,2.37314E-08,
5.50004E+13,131,NHDPlusBurnLineEvent,189269,0.00549999,1707,0.000723664,1.35941E-08,
5.50004E+13,142,NHDPlusBurnLineEvent,32209,0.06469998,1707,0.017726403,7.43991E-06,
5.50004E+13,7,NHDPlusBurnLineEvent,159345,0.0079,1707,0.006706022,9.14195E-07,2061
5.50004E+13,78,NHDPlusBurnLineEvent,159022,0.02790001,1707,0.015116378,3.22261E-06,
5.50004E+13,151,NHDPlusBurnLineEvent,205095,0.06769999,1707,0.013948426,7.81737E-06,
5.50004E+13,108,NHDPlusBurnLineEvent,24317,0.00510001,1707,0.004006445,5.90128E-07,2051
5.50004E+13,81,NHDPlusBurnLineEvent,31877,0.05279999,1707,0.010025692,8.86354E-07,
5.50004E+13,71,NHDPlusBurnLineEvent,268341,0.04039999,1707,0.001571061,3.01629E-08,
5.50004E+13,147,NHDPlusBurnLineEvent,159259,0.03400001,1707,0.011963686,3.93426E-06,2001
5.50004E+13,194,NHDPlusBurnLineEvent,26146,0.01479999,1707,0.00883503,1.71254E-06,2039
5.50004E+13,25,NHDPlusBurnLineEvent,267617,0.1168,1707,0.006147691,9.41287E-08,
5.50004E+13,63,NHDPlusBurnLineEvent,251634,0.0384,1707,0.002575184,3.93268E-08,
5.50004E+13,128,NHDPlusBurnLineEvent,175403,0.04569998,1707,0.00115219,2.82088E-08,
5.50004E+13,51,NHDPlusBurnLineEvent,220868,0.03979999,1707,0.011903266,4.48465E-06,
5.50004E+13,119,NHDPlusBurnLineEvent,268024,0.0471,1707,0.001830998,2.28999E-08,
5.50004E+13,43,NHDPlusBurnLineEvent,236352,0.05690002,1707,0.013433837,6.41279E-06,
5.50004E+13,33,NHDPlusBurnLineEvent,38614,0.01859999,1707,0.014741862,2.09295E-06,
5.50004E+13,171,NHDPlusBurnLineEvent,189160,0.1007,1707,0.021173405,1.151E-05,
5.50004E+13,101,NHDPlusBurnLineEvent,188990,0.07170001,1707,0.014957611,8.26527E-06,2020
5.50004E+13,98,NHDPlusBurnLineEvent,37038,0.00629999,1707,0.00513672,7.28988E-07,2017
5.50004E+13,149,NHDPlusBurnLineEvent,24330,0.0209,1707,0.011512362,2.37417E-06,
5.50004E+13,157,NHDPlusBurnLineEvent,37278,0.0076,1707,0.005706244,8.79335E-07,2049
5.50004E+13,6,NHDPlusBurnLineEvent,26631,0.038,1707,0.019687258,4.39629E-06,2066
5.50004E+13,191,NHDPlusBurnLineEvent,251917,0.0302,1707,0.010020366,3.49406E-06,
5.50004E+13,80,NHDPlusBurnLineEvent,159748,0.05379999,1707,0.001604567,2.65986E-08,
5.50004E+13,217,NHDPlusBurnLineEvent,221007,0.0642,1707,0.019874402,7.42854E-06,2070
5.50004E+13,162,NHDPlusBurnLineEvent,31797,0.05490001,1707,0.016287647,6.35246E-06,2037
5.50004E+13,195,NHDPlusBurnLineEvent,31513,0.04,1707,0.027792711,4.62783E-06,2064
5.50004E+13,179,NHDPlusBurnLineEvent,159179,0.0382,1707,0.015979419,4.41995E-06,
5.50004E+13,161,NHDPlusBurnLineEvent,236240,0.12490001,1707,0.026224169,1.44521E-05,
5.50004E+13,180,NHDPlusBurnLineEvent,251143,0.0643,1707,0.016539207,7.4396E-06,
5.50004E+13,31,NHDPlusBurnLineEvent,219791,0.0345,1707,0.009737995,3.988E-06,
5.50004E+13,122,NHDPlusBurnLineEvent,267350,0.05120001,1707,0.016848432,5.92458E-06,2030
5.50004E+13,15,NHDPlusBurnLineEvent,23371,0.0445,1707,0.016614648,5.14895E-06,2048
5.50004E+13,52,NHDPlusBurnLineEvent,31647,0.17139998,1707,0.02846395,1.97976E-05,
5.50004E+13,49,NHDPlusBurnLineEvent,251125,0.0343,1707,0.01173032,3.96873E-06,
5.50004E+13,170,NHDPlusBurnLineEvent,189387,0.046,1707,0.013391079,4.59996E-06,
5.50004E+13,177,NHDPlusBurnLineEvent,175075,0.0323,1707,0.000373211,4.67536E-09,
5.50004E+13,159,NHDPlusBurnLineEvent,38764,0.0005,1707,0.001185986,5.7852E-08,
5.50004E+13,68,NHDPlusBurnLineEvent,237288,0.0116,1707,0.000800939,6.20684E-09,
5.50004E+13,72,NHDPlusBurnLineEvent,173624,0.08719998,1707,0.021434178,1.0089E-05,2003
5.50004E+13,106,NHDPlusBurnLineEvent,39243,0.08440001,1707,0.027345725,9.76546E-06,2041
5.50004E+13,140,NHDPlusBurnLineEvent,235798,0.0044,1707,0.000338825,1.62839E-09,
5.50004E+13,79,NHDPlusBurnLineEvent,174271,0.0076,1707,0.005902718,8.79375E-07,
5.50004E+13,96,NHDPlusBurnLineEvent,29847,0.04030001,1707,0.000320961,3.77322E-09,
5.50004E+13,11,NHDPlusBurnLineEvent,173901,0.0011,1707,0.001886747,1.27284E-07,
5.50004E+13,114,NHDPlusBurnLineEvent,188669,0.0646,1707,0.000584286,1.21244E-08,
5.50004E+13,188,NHDPlusBurnLineEvent,38403,0.08870001,1707,0.020948786,1.02635E-05,2031
5.50004E+13,40,NHDPlusBurnLineEvent,190212,0.0216,1707,0.008452109,2.48578E-06,
5.50004E+13,201,NHDPlusBurnLineEvent,25645,0.0062,1707,0.005201802,7.17336E-07,2025
5.50004E+13,27,NHDPlusBurnLineEvent,29198,0.0828,1707,0.019461212,9.57941E-06,2040
5.50004E+13,61,NHDPlusBurnLineEvent,190360,0.0967,1707,0.003391703,4.46028E-08,
5.50004E+13,113,NHDPlusBurnLineEvent,159088,0.0339,1707,0.013763163,3.91624E-06,
5.50004E+13,9,NHDPlusBurnLineEvent,205860,0.04080001,1707,0.014792037,4.71035E-06,
5.50004E+13,130,NHDPlusBurnLineEvent,190310,0.061,1707,0.018349918,7.03361E-06,
5.50004E+13,168,NHDPlusBurnLineEvent,189278,0.0163,1707,0.00231635,3.54156E-08,
5.50004E+13,73,NHDPlusBurnLineEvent,189137,0.0088,1707,0.004884229,1.01817E-06,
5.50004E+13,182,NHDPlusBurnLineEvent,37155,0.03,1707,0.020531171,3.46249E-06,2045
5.50004E+13,17,NHDPlusBurnLineEvent,38038,0.0689,1707,0.020368491,7.97185E-06,
5.50004E+13,175,NHDPlusBurnLineEvent,204807,0.02240001,1707,0.011085276,2.59176E-06,
5.50004E+13,126,NHDPlusBurnLineEvent,31998,0.01379999,1707,0.012121832,1.59648E-06,
5.50004E+13,132,NHDPlusBurnLineEvent,37368,0.0064,1707,0.000116274,2.78376E-10,
5.50004E+13,21,NHDPlusBurnLineEvent,204975,0.0024,1707,0.003082521,2.77729E-07,2028
5.50004E+13,118,NHDPlusBurnLineEvent,252395,0.00480001,1707,0.003819953,5.55473E-07,
5.50004E+13,89,NHDPlusBurnLineEvent,250859,0.28349999,1707,0.033326603,3.27921E-05,2079
5.50004E+13,88,NHDPlusBurnLineEvent,31205,0.0032,1707,0.003698552,3.70296E-07,2008
5.50004E+13,158,NHDPlusBurnLineEvent,221553,0.03450002,1707,0.0167088,3.99183E-06,
5.50004E+13,209,NHDPlusBurnLineEvent,188809,0.00239999,1707,0.003455967,2.7772E-07,
5.50004E+13,107,NHDPlusBurnLineEvent,174547,0.0545,1707,0.022891379,6.30624E-06,
5.50004E+13,146,NHDPlusBurnLineEvent,31267,0.0055,1707,0.000441111,5.65505E-09,
5.50004E+13,145,NHDPlusBurnLineEvent,31051,0.16179997,1707,0.000911817,2.33779E-08,
